"","TCGA-DD-A3A1-11A-11R-A214-13","TCGA-EP-A12J-11A-11R-A130-13","TCGA-DD-A39V-11A-11R-A214-13","TCGA-DD-A11A-11A-11R-A130-13","TCGA-DD-A11C-11A-11R-A130-13","TCGA-DD-A116-11A-12R-A25G-13","TCGA-DD-A3A3-11A-11R-A22J-13","TCGA-BC-A10T-11A-11R-A130-13","TCGA-BC-A10W-11A-11R-A130-13","TCGA-DD-A119-11A-11R-A130-13","TCGA-BC-A10Y-11A-11R-A130-13","TCGA-DD-A11B-11A-11R-A130-13","TCGA-DD-A1EG-11A-11R-A214-13","TCGA-DD-A3A8-11A-11R-A22J-13","TCGA-DD-A3A4-11A-11R-A22J-13","TCGA-EP-A26S-11A-12R-A16S-13","TCGA-ES-A2HT-11A-11R-A17X-13","TCGA-FV-A2QR-11A-11R-A214-13","TCGA-DD-A1EL-11A-11R-A154-13","TCGA-DD-A1EH-11A-11R-A130-13","TCGA-BC-A10U-11A-11R-A130-13","TCGA-DD-A114-11A-12R-A130-13","TCGA-DD-A1EE-11A-11R-A130-13","TCGA-G3-A3CH-11A-11R-A22J-13","TCGA-DD-A1EI-11A-11R-A130-13","TCGA-BD-A2L6-11A-21R-A214-13","TCGA-EP-A3RK-11A-11R-A22J-13","TCGA-W5-AA2Q-11A-11R-A41D-13","TCGA-W5-AA2I-11A-11R-A41D-13","TCGA-ZU-A8S4-11A-11R-A41D-13","TCGA-W5-AA31-11A-11R-A41D-13","TCGA-W5-AA30-11A-11R-A41D-13","TCGA-EP-A12J-01A-11R-A130-13","TCGA-EP-A3RK-01A-11R-A22J-13","TCGA-DD-A1EH-01A-11R-A130-13","TCGA-DD-A3A8-01A-11R-A22J-13","TCGA-DD-A3A4-01A-11R-A22J-13","TCGA-EP-A26S-01A-11R-A16S-13","TCGA-DD-A114-01A-11R-A130-13","TCGA-DD-A119-01A-11R-A130-13","TCGA-BC-A10W-01A-11R-A130-13","TCGA-DD-A1EG-01A-11R-A214-13","TCGA-DD-A3A3-01A-11R-A22J-13","TCGA-DD-A11B-01A-11R-A130-13","TCGA-DD-A116-01A-11R-A130-13","TCGA-DD-A11A-01A-11R-A130-13","TCGA-BC-A10Y-01A-11R-A130-13","TCGA-BC-A10T-01A-11R-A130-13","TCGA-BD-A2L6-01A-11R-A214-13","TCGA-DD-A39V-01A-11R-A214-13","TCGA-DD-A3A1-01A-11R-A214-13","TCGA-FV-A2QR-01A-11R-A214-13","TCGA-DD-A1EE-01A-11R-A130-13","TCGA-G3-A3CH-01A-11R-A22J-13","TCGA-ES-A2HT-01A-12R-A17X-13","TCGA-DD-A1EL-01A-11R-A154-13","TCGA-DD-A11C-01A-11R-A130-13","TCGA-BC-A10U-01A-11R-A130-13","TCGA-DD-A1EI-01A-11R-A130-13","TCGA-ZU-A8S4-01A-11R-A41D-13","TCGA-W5-AA2Q-01A-11R-A41D-13","TCGA-W5-AA30-01A-31R-A41D-13","TCGA-W5-AA31-01A-11R-A41D-13","TCGA-W5-AA2I-01A-32R-A41D-13"
"hsa-mir-518e","0","0","0","0","0","2","3","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","259","0","0","0","2","3","8","1","1","0","1","2","0","0","24","5","0","0","0","0","1","0","6"
"hsa-mir-518f","0","0","0","0","0","2","4","1","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","247","0","0","0","6","1","0","0","0","0","1","0","0","0","119","2","0","0","0","0","1","0","1"
"hsa-mir-5190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-5191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-5192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-5193","0","4","3","0","0","0","0","5","1","0","0","1","3","0","0","3","0","1","1","0","0","3","2","0","0","2","1","0","0","2","0","1","1","0","0","1","0","3","0","0","1","0","0","0","0","0","1","0","0","0","0","2","0","1","0","0","0","1","4","0","0","0","0","0"
"hsa-mir-5194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-5195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-5196","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-5197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-519a-1","1","0","0","4","0","4","7","1","0","0","0","2","0","7","1","0","2","2","3","0","0","3","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","543","0","1","0","2","4","1","1","0","0","3","0","0","0","110","5","0","0","0","23","1","1","1"
"hsa-mir-519a-2","0","0","0","0","0","0","2","1","0","1","0","1","1","11","0","0","0","0","1","0","0","0","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","3","0","0","0","480","0","1","2","5","10","1","3","1","0","2","0","0","0","106","7","0","0","1","0","0","0","0"
"hsa-mir-519b","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","1","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0"
"hsa-mir-519c","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","235","0","0","0","3","0","0","0","1","1","1","0","0","0","103","1","0","0","0","0","2","1","1"
"hsa-mir-519d","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","166","0","0","0","7","2","1","0","0","0","0","1","0","0","22","1","0","0","0","0","2","0","1"
"hsa-mir-519e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"hsa-mir-520a","0","0","0","0","0","8","8","0","0","0","0","0","0","11","0","1","0","0","1","0","0","0","0","7","0","0","2","0","2","0","0","0","1","3","0","0","0","4","1","1","1","968","0","0","1","41","23","13","2","1","0","1","0","0","0","172","4","0","0","0","0","3","0","4"
"hsa-mir-520b","0","0","0","0","0","0","1","0","0","0","0","0","2","10","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","471","0","2","0","3","9","2","0","0","0","0","1","0","0","132","6","0","0","1","0","0","0","0"
"hsa-mir-520c","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","191","0","1","0","4","1","2","0","0","0","0","1","0","0","55","2","0","0","0","0","0","0","0"
"hsa-mir-520d","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","142","0","1","0","1","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","1","0","0"
"hsa-mir-520e","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","188","0","0","0","2","0","0","0","0","0","0","0","0","0","64","3","0","0","0","0","0","0","0"
"hsa-mir-520f","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","382","0","0","0","7","5","2","1","1","0","0","0","0","0","87","3","0","0","1","0","0","1","1"
"hsa-mir-520g","0","0","0","0","0","3","0","0","0","0","0","0","1","5","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","230","0","2","0","2","4","0","1","0","0","0","0","0","0","31","2","0","0","0","0","2","0","1"
"hsa-mir-520h","0","0","0","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","144","0","0","0","2","4","0","0","0","0","0","0","0","0","11","2","0","0","0","0","1","0","1"
"hsa-mir-521-1","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","2","0","1","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","1"
"hsa-mir-521-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"hsa-mir-522","1","0","0","1","0","0","2","1","0","1","0","1","0","2","0","0","0","0","1","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","1","0","0","2","0","0","0","252","0","0","2","2","4","0","2","0","0","2","0","0","0","40","4","0","0","0","3","0","0","0"
"hsa-mir-523","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","1","0","3","3","3","0","0","1","0","0","0","0","21","1","0","0","0","0","0","0","0"
"hsa-mir-524","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68","0","0","2","1","1","0","0","0","0","1","0","0","0","17","3","0","0","0","0","0","0","0"
"hsa-mir-525","0","0","0","0","0","3","5","0","0","0","0","1","0","9","0","1","0","0","2","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","514","0","0","0","4","7","3","0","0","0","1","0","0","0","73","3","0","0","1","0","0","1","6"
"hsa-mir-526a-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"hsa-mir-526a-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"hsa-mir-526b","0","0","0","0","0","15","18","0","0","0","0","0","4","46","0","0","0","0","3","2","0","0","0","12","0","0","13","0","0","0","0","0","0","1","0","0","0","13","0","1","0","1094","0","2","0","29","17","16","0","0","4","0","0","0","0","500","10","0","0","0","0","19","1","28"
"hsa-mir-527","0","0","0","0","0","1","1","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","221","0","0","0","3","0","1","0","0","0","0","0","0","0","17","1","0","0","0","0","0","0","0"
"hsa-mir-532","4740","4734","5026","4243","1405","3385","7289","3650","2933","2640","4013","3975","4333","5352","4566","3182","2722","10544","3479","3591","3274","3116","3280","4415","2039","7255","4173","6131","1572","6898","3233","4640","6638","8227","9685","6857","3314","2965","10766","5972","4723","14512","8250","5589","3177","3899","2240","2691","7719","8763","4939","15832","6559","10032","5046","3195","1440","3608","6027","2317","3507","2823","4593","5267"
"hsa-mir-539","31","35","19","47","14","12","71","61","51","31","48","33","25","20","68","33","17","103","34","59","63","21","43","15","12","30","33","38","18","29","15","38","1","9","206","0","7","23","53","59","26","15","11","15","11","9","10","65","11","12","9","30","15","13","20","13","8","19","41","105","10","21","253","53"
"hsa-mir-541","2","3","1","1","1","1","5","1","2","2","0","1","0","0","3","2","2","1","1","2","1","0","3","0","0","3","1","0","0","1","1","2","1","0","40","0","0","1","12","6","2","0","3","2","1","0","0","3","2","5","4","1","1","0","1","1","0","2","7","8","0","0","18","3"
"hsa-mir-542","1515","3879","1787","3554","1825","1487","4911","4037","2265","2341","3818","2518","1849","1859","3276","1974","722","7696","2724","5188","3649","2927","3030","1922","1704","1545","2218","3285","915","3919","1497","2543","596","625","1615","212","145","785","5644","1682","849","1738","594","695","970","759","887","2626","405","1081","464","726","564","1111","468","338","456","401","2290","984","365","599","1131","4382"
"hsa-mir-543","16","8","11","15","5","6","20","24","14","11","5","3","11","5","19","4","4","63","6","19","14","10","4","10","2","22","6","8","1","11","8","13","0","1","20","0","0","1","14","7","9","5","6","2","1","3","4","9","3","3","5","7","3","3","10","1","0","5","8","39","1","1","171","23"
"hsa-mir-544a","0","0","0","0","1","0","0","1","2","0","1","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","1","0","2","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0"
"hsa-mir-544b","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","3","0","1","0","0","0","5","1","2","0","1","0","0","0","0"
"hsa-mir-545","1","0","4","2","2","5","3","9","2","3","2","1","1","1","0","2","0","5","1","2","2","6","3","7","4","3","4","3","1","2","1","2","3","3","0","0","1","1","9","2","9","4","6","1","0","1","0","0","3","9","1","4","2","1","0","1","0","6","1","2","1","3","3","0"
"hsa-mir-548a-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"hsa-mir-548a-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-548a-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-548aa-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-548aa-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
