"","TCGA-DD-A1EC-11A-11R-A130-13","TCGA-DD-A118-11A-11R-A130-13","TCGA-BC-A10R-11A-11R-A130-13","TCGA-BD-A3EP-11A-12R-A22J-13","TCGA-FV-A23B-11A-11R-A16S-13","TCGA-DD-A3A6-11A-11R-A22J-13","TCGA-BC-A10X-11A-11R-A130-13","TCGA-DD-A3A2-11A-11R-A214-13","TCGA-DD-A39Z-11A-21R-A214-13","TCGA-FV-A3I0-11A-11R-A22J-13","TCGA-BC-A10Z-11A-11R-A130-13","TCGA-DD-A113-11A-12R-A130-13","TCGA-DD-A1EJ-11A-11R-A154-13","TCGA-DD-A3A5-11A-11R-A22J-13","TCGA-DD-A1EB-11A-11R-A130-13","TCGA-DD-A39W-11A-11R-A214-13","TCGA-BC-A10Q-11A-11R-A130-13","TCGA-FV-A3I1-11A-11R-A22J-13","TCGA-DD-A39X-11A-11R-A214-13","TCGA-BC-A216-11A-11R-A154-13","TCGA-BC-A110-11A-11R-A130-13","TCGA-DD-A11D-11A-12R-A130-13","TCGA-W5-AA34-11A-11R-A41D-13","TCGA-W5-AA2U-11A-11R-A41D-13","TCGA-W5-AA2R-11A-11R-A41D-13","TCGA-FV-A3I0-01A-11R-A22J-13","TCGA-BC-A216-01A-11R-A154-13","TCGA-FV-A3I1-01A-11R-A22J-13","TCGA-DD-A39Z-01A-11R-A214-13","TCGA-DD-A1EJ-01A-11R-A154-13","TCGA-DD-A3A2-01A-11R-A214-13","TCGA-DD-A113-01A-11R-A130-13","TCGA-BD-A3EP-01A-11R-A22J-13","TCGA-DD-A11D-01A-11R-A130-13","TCGA-BC-A110-01A-11R-A130-13","TCGA-DD-A118-01A-11R-A130-13","TCGA-FV-A23B-01A-11R-A16S-13","TCGA-DD-A39X-01A-11R-A214-13","TCGA-DD-A3A6-01A-11R-A22J-13","TCGA-BC-A10Z-01A-11R-A130-13","TCGA-DD-A1EC-01A-21R-A130-13","TCGA-BC-A10R-01A-11R-A130-13","TCGA-DD-A3A5-01A-11R-A22J-13","TCGA-DD-A39W-01A-11R-A214-13","TCGA-BC-A10Q-01A-11R-A130-13","TCGA-BC-A10X-01A-11R-A130-13","TCGA-DD-A1EB-01A-11R-A130-13","TCGA-W5-AA34-01A-11R-A41D-13","TCGA-W5-AA2R-01A-11R-A41D-13","TCGA-W5-AA2U-01A-11R-A41D-13"
"hsa-mir-4659a","0","0","0","0","0","0","4","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","2","1","1","0"
"hsa-mir-4659b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","3","0","0","0"
"hsa-mir-466","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","2","0","0","1","0","1","0","0","1","4","0","0","1","0","3","0","0","0","1","1","0","0","1","9","0","0","0","0","1","0"
"hsa-mir-4660","12","4","1","1","3","2","5","2","3","3","2","2","0","2","11","6","3","0","2","3","1","2","0","3","3","4","15","1","6","0","1","3","1","0","6","1","3","0","1","9","16","0","2","3","3","1","11","5","1","1"
"hsa-mir-4661","15","14","6","10","19","4","12","26","29","7","11","5","11","4","24","23","2","23","8","3","3","5","0","4","13","17","9","52","20","35","10","59","30","3","7","25","13","16","7","14","11","28","5","34","13","10","39","2","7","9"
"hsa-mir-4662a","580","685","260","275","524","422","329","496","267","438","451","205","385","276","379","571","458","737","453","296","1155","173","268","386","394","70","195","156","193","153","124","128","205","78","1288","65","96","64","590","279","38","399","245","1104","52","198","307","15","22","39"
"hsa-mir-4662b","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","1","0","0","0","0","1","0","0","2","0","0","0"
"hsa-mir-4663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4664","2","2","0","0","5","1","1","3","4","3","0","0","0","0","0","2","3","3","1","0","0","5","2","0","0","4","4","10","3","3","0","3","7","2","0","0","0","8","0","1","1","5","10","2","4","1","2","1","2","5"
"hsa-mir-4665","0","0","0","0","0","0","0","0","1","1","0","2","1","0","1","0","1","2","0","3","1","0","1","0","0","2","0","0","0","3","2","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4666a","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","6","0","0","0","1","0"
"hsa-mir-4666b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4667","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"hsa-mir-4668","11","9","6","12","17","6","4","8","7","11","9","4","13","3","13","10","7","8","6","15","5","7","10","14","9","6","2","5","6","11","1","3","8","1","15","3","3","7","18","8","5","2","7","4","11","16","5","12","10","6"
"hsa-mir-4669","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"hsa-mir-4670","0","0","1","1","0","0","2","0","3","0","0","1","0","0","0","0","1","0","0","1","4","0","3","0","1","0","0","1","0","0","0","0","3","0","1","0","0","1","0","0","1","1","3","1","0","0","1","0","0","0"
"hsa-mir-4671","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"hsa-mir-4672","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4673","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"hsa-mir-4674","0","1","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","4","0","3","2","0","0","1","0","4","0","1","1","1","0","0","1","3","2","0","1","0","3","0","0","1"
"hsa-mir-4675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4676","4","0","1","2","1","0","2","3","3","1","1","1","1","0","0","1","1","1","1","4","3","0","0","4","2","4","5","3","4","3","0","2","3","1","2","8","2","3","5","2","2","4","7","4","5","2","3","5","1","1"
"hsa-mir-4677","73","101","94","29","78","40","77","41","54","70","46","38","81","21","129","46","59","62","59","76","65","49","39","55","61","92","106","89","75","135","8","26","34","74","92","93","79","27","45","33","39","126","131","37","106","70","106","76","59","47"
"hsa-mir-4678","1","2","1","2","1","1","3","0","0","0","0","0","1","0","2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","2","0","0","0","0","1","1","0","0","0","4","0","0","0","0","0","0"
"hsa-mir-4679-1","2","0","0","0","4","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"hsa-mir-4679-2","0","0","0","0","4","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4680","0","2","4","0","0","0","0","3","0","0","0","0","0","0","1","0","3","0","1","0","4","4","2","1","0","2","1","1","3","1","0","0","0","0","0","0","1","0","1","0","4","0","0","0","0","2","0","0","1","0"
"hsa-mir-4681","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4683","2","0","0","0","2","1","2","2","14","3","5","0","1","0","5","2","1","5","1","0","4","3","0","0","1","2","0","0","0","0","0","0","3","1","6","0","0","1","2","0","0","0","1","0","1","4","1","0","1","0"
"hsa-mir-4684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"hsa-mir-4685","5","0","2","0","1","2","2","2","1","1","0","2","0","1","4","4","1","2","3","1","3","5","1","0","0","7","0","1","0","0","0","1","1","0","0","0","0","0","3","1","2","0","1","1","1","1","1","0","2","1"
"hsa-mir-4686","7","11","2","1","1","7","10","7","8","11","1","10","4","6","10","13","10","4","2","7","20","3","3","1","8","0","0","0","0","0","2","0","0","0","12","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"hsa-mir-4687","0","4","1","0","0","0","1","0","1","0","5","5","0","0","4","0","10","0","0","4","14","2","0","0","0","1","2","1","0","5","2","5","3","3","12","0","0","0","0","0","0","2","6","0","7","0","2","0","0","1"
"hsa-mir-4688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4690","2","0","0","0","1","0","0","0","1","0","0","3","0","0","0","0","1","0","0","0","0","3","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0"
"hsa-mir-4691","0","0","1","0","0","0","2","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","1","1","0","3","1","1","0","2","0","2","1","1","0","0","1"
"hsa-mir-4692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4693","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4695","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"hsa-mir-4696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4697","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4698","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4699","5","1","0","1","5","1","5","2","2","3","3","4","6","0","9","1","0","2","3","4","2","0","1","1","6","0","3","4","7","5","0","1","1","0","2","0","0","0","0","3","0","0","3","2","0","3","0","0","1","0"
"hsa-mir-4700","3","1","2","0","1","1","0","1","1","1","0","0","0","0","1","2","2","2","0","1","1","3","0","0","2","1","0","0","0","2","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","0","1","1","0","0"
"hsa-mir-4701","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0"
"hsa-mir-4703","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"hsa-mir-4704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4705","12","0","0","1","1","1","1","0","5","0","0","2","4","0","4","0","0","7","1","0","3","1","1","1","6","0","1","7","0","0","0","0","2","6","3","0","0","0","0","0","0","0","1","0","3","0","1","0","0","0"
"hsa-mir-4706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"hsa-mir-4707","4","2","2","0","0","0","1","0","2","1","1","0","2","0","0","0","0","1","1","1","3","0","0","0","2","1","1","6","1","0","2","0","3","0","3","2","0","3","0","0","1","1","2","0","1","3","0","1","2","0"
"hsa-mir-4708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4709","9","10","2","2","3","2","4","1","3","2","2","1","3","3","1","2","3","5","3","5","3","0","0","2","1","2","1","2","2","1","2","1","1","2","5","0","0","2","43","2","1","2","3","4","3","3","3","1","4","2"
"hsa-mir-4710","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"hsa-mir-4711","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4714","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","2","0","1","0","0","2","0","0","1","0","2","0","1","0","0","0","0","0","2","0","0","0","0","2","1","0","0","0","5","0","0","0","0","1","0"
"hsa-mir-4715","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"hsa-mir-4716","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4717","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","0","0","1","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"hsa-mir-4718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-4719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"hsa-mir-4720","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
